temperature,pH,dissolved_oxygen,turbidity,phosphorus,nitrogen,rainfall,bloom
22.49080237694725,6.555398786515859,4.61705683735906,67.2702994208898,0.29027798035896046,2.0288140493594664,32.4128477038911,0
34.01428612819832,7.625702842135074,4.469787990719999,79.66813971913723,0.4046618413569933,2.419834730937605,8.619318105258312,0
29.639878836228103,8.618837507629225,11.062545805210366,25.046789879249896,0.3824788555971779,4.287282226690684,43.619728167740746,1
26.973169683940732,8.196674659228684,4.4954619984950615,62.48740996069989,0.0854109532999491,1.7660214916934716,30.655811953462077,1
18.12037280884873,8.419683443584349,4.71949726128631,57.17459831437487,0.08313224017332221,4.36128345557964,7.8601941778477125,0
18.119890406724053,7.976350100132152,9.593982624179636,83.28303767882711,0.14140544019500753,0.5318587117857884,48.116902874060344,0
16.161672243363988,8.076829693553558,6.4973984245054,90.60870604812605,0.18692661590710824,3.9063123423222907,25.91827316676603,0
32.32352291549871,8.547586954695959,9.767105569551813,1.2156771477386807,0.21014323489015646,4.2529834019682085,3.6449225935827503,0
27.022300234864176,6.749004026577558,2.653661575643852,67.40199190587927,0.3430516362483392,0.9909064989029599,31.34164522075336,0
29.16145155592091,7.468274890929422,6.875711936733843,5.1835799119729025,0.03777341176125935,2.208698008623782,12.65994535064051,0
15.411689885916049,6.663628325458807,2.336136001832826,54.88586650773559,0.02698962507077253,0.9109488958519126,40.18467259386512,0
34.39819704323989,8.96300402398994,2.626532034553545,28.76327290436782,0.20203617584251543,3.562360232071667,40.891103678309534,1
31.648852816008436,8.832178019059839,11.06437453344411,30.67765995221412,0.35161020914761043,2.723204063502118,48.94736779273309,0
19.246782213565524,6.118280434105518,3.3924537111759516,35.29585034523566,0.10478331804867645,3.213084398870773,25.093476551225187,0
18.636499344142013,8.116725517547065,7.324206822752171,62.12924490496101,0.3243371958155633,1.0627861380854347,22.747843986386858,0
18.668090197068675,8.775744952246997,6.110956026007066,33.40499656687692,0.13731578759074672,1.1375547240568558,37.67378027232403,1
21.084844859190753,6.541726035382,5.4734332625884266,73.26990505902803,0.444182193318623,0.3033368949985412,6.623532817096328,0
25.495128632644757,7.703835691657888,10.998333456872725,40.45273855738697,0.44888807269064207,1.6781309224590757,27.34577568965621,0
23.638900372842315,8.746464892764125,2.218233967754895,6.835320030995861,0.15567073009784999,2.8427488405350076,27.312380006542547,0
20.824582803960837,6.101837935757397,8.637896861755891,78.37598424841073,0.12269693944198785,4.303881078586912,4.473656140519361,1
27.237057894447588,8.092260801740519,11.633944342135504,28.5758324592706,0.21153894631245332,3.3679444925475357,20.899204275345678,0
17.789877213040835,6.892047022117652,7.60168183461842,43.276687959926264,0.12786047673827286,2.233441984658782,42.6642399283601,1
20.842892970704362,8.77318858612959,11.368224620330919,68.54438832219016,0.33946808321293476,4.7702885605312755,42.80768109973302,1
22.327236865873836,8.913174735496103,2.5225787928602377,33.2456157148712,0.4147716954286599,3.6243014828215765,4.96188324598405,1
24.12139968434072,8.832799467340301,6.187933190741614,5.658565614671563,0.33981514414649633,4.657809494026496,4.536044137391543,0
30.703519227860273,7.422642649972391,4.601577909620511,37.39210470128136,0.41393171915218124,2.6851810690336118,13.134773850096765,0
18.993475643167194,8.58612795296794,9.308209649807297,94.44485826943034,0.20452615948166233,1.3686309464863842,43.73830312769967,0
25.284688768272233,8.533648195605211,11.812970904972467,64.17343972985582,0.08659531564734183,0.35885076318713777,6.445129253674947,1
26.848291377240848,6.957301419729767,4.565300624442478,67.1479148667207,0.37159596422482016,3.6578157722708675,35.99984013137231,0
15.929008254399955,8.486746422452033,8.541746014740745,63.22821536376399,0.1866325075193614,0.6943846902271172,5.0582809806551605,0
27.150897038028766,6.111022904146478,3.9809763275974013,19.899213895943678,0.3389227043622749,1.5835981285326393,31.15689268739127,0
18.41048247374583,7.788809635446159,7.653302545716099,41.833386410228016,0.14261553157106518,2.7091074486310975,17.80336495595724,0
16.30103185970559,6.690026511863109,6.639324866883362,75.09397983633183,0.049802521055269604,2.865641280120764,39.44569814829335,0
33.977710745066666,6.361700657331836,11.72005329631537,10.137289755315916,0.49636507978900407,3.0428576652369665,11.68452244126818,0
34.31264066149119,6.230859604887628,8.085272726964666,27.785277608971228,0.08653873888599364,0.9146511187135332,31.960091469497993,0
31.16794696232922,8.088866327634419,5.495063720868188,27.631910846585363,0.4943262870421057,1.960713283626079,11.784126728794247,1
21.092275383467413,7.019624891304199,3.1409578488793337,43.2018927594506,0.48886716695755916,3.124251712873137,35.68301415560769,0
16.95344228012768,8.174300314586285,3.5124682873493454,98.0368740942185,0.39897087091493944,4.8521124367055455,43.68390172803744,0
28.68466053024314,6.196069022396827,4.253169299512351,6.750254668382194,0.3331172514201788,3.665392574728475,6.3400899563380015,0
23.803049874792027,6.945871013491831,4.50966661340298,51.870099438059505,0.2931254546230315,4.620758409760394,43.329784429775174,0
17.440764696895577,7.618473877126012,10.506160578411379,17.936468201221047,0.434389757235139,3.8348390857394676,29.678762720714897,1
24.903538202225405,8.372169494516891,7.612227882825249,97.06765454097442,0.1518253655935491,2.9994131475727626,6.355524543351199,0
15.687770422304368,6.9562575087962095,7.233909113743664,11.33035047274642,0.23916379411758976,1.0409145087680884,21.3770927679856,0
33.18640804157564,7.8776741293110275,3.1476887186921747,40.36010023615913,0.31350108498958595,3.366759694273314,8.043014674254895,0
20.17559963200034,8.65793324470856,10.60139693349435,73.78849848346061,0.21148333317605064,3.154559873203545,35.01739444332848,1
28.25044568707964,7.847589564546913,9.228143032084837,70.45544280274453,0.2194683625042313,3.052098935240606,37.943406720897485,0
21.234221521788218,6.698878424260902,2.676683619000016,42.272863689393226,0.17183948707602137,2.4999507531423797,5.2898260136399475,1
25.401360423556216,6.073202344669614,9.078350972297686,34.652416795271826,0.2864735901754227,2.6904173595474505,25.306992634732218,0
25.934205586865595,8.61029662170279,7.4353821734264605,39.76123785528706,0.42678151872740683,1.7387683828787102,40.73125280129586,0
18.69708911051054,6.063808232551161,2.8172534574677828,26.42762631586393,0.10874890522309329,2.644632193947286,46.80815207754983,0
34.39169255529117,8.624105018052598,6.583006415286564,20.53329387067998,0.4678721889891863,1.0680239378245435,25.6758933370885,1
30.50265646722229,7.586811402081636,6.8469628713004695,48.303969755889,0.3476529503366325,4.0453545470658465,47.513961180570355,0
33.78997883128378,8.817203095538689,3.6577454016327575,26.853375606760732,0.4134038742132148,1.0103070780236683,26.78444852280149,1
32.89654700855298,8.396349707320995,11.456981470002823,28.746166489725013,0.2825334393887057,0.5163348204583855,19.709524729995398,0
26.957999576221702,8.993802331600012,10.49975371480662,65.67560634745571,0.3919631836977911,2.237605529150071,42.41015642764477,0
33.437484700462335,7.0521354463551305,8.690223373291083,96.85373316998923,0.017938194696338932,3.3257064535797034,24.64913552290445,0
16.76985004103839,8.301564866793381,6.622955610006072,60.363720055937506,0.41100640814197226,2.2448124421743527,23.595125528226152,1
18.919657248382904,7.205792740827727,6.1176554158450855,7.697946706496628,0.029668040951829594,1.4560952465614123,24.515624470491414,0
15.90454577821076,7.439626860911726,8.509734671509541,7.558361385406698,0.4460575544178026,2.8350388010631598,42.339250093487266,1
21.506606615265287,7.882516389655111,7.4543186940690545,95.1423220845566,0.4960617461469352,1.8003114435197798,41.597077084402606,1
22.77354579378964,8.621031342559016,2.6227310588188564,29.729079030733363,0.15409305646662114,4.6710516816205025,20.17599962201056,1
20.426980635477918,8.952250407597885,7.125026487703317,9.206698608247542,0.11305609258003889,4.620961184057504,16.66499299352625,0
31.57475018303859,8.304820241593555,10.064036172328395,59.90445871503815,0.38502804829043996,2.5616219178632678,24.596401201956464,0
22.135066533871786,7.253300346502002,6.59239877596958,62.36487782902661,0.13398290705092408,1.7066315706894668,28.638625486855453,1
20.618690193747614,7.264071006831211,2.5195657755426843,64.85048201186882,0.4341255677543797,3.711948828387532,11.916860531399848,0
25.853921663164968,8.212746904766675,9.862781993840331,26.74020278575413,0.06039287015716359,0.2798934230670266,39.697754235779534,0
17.818484499495252,6.716331437304907,4.013637821359744,1.5110684214475034,0.07171804622588554,2.4263681296138913,24.324138286621142,0
31.043939615080795,6.331422339394184,4.586208348880388,96.50153694544719,0.48978426199930164,1.7479846319246344,16.70227742099798,0
